1621039703105,0.024459044,0.018844582,0.05647877
1621039703126,0.03240029,0.0023512205,0.05892223
1621039703144,0.014074335,-0.015363871,0.03326589
1621039703164,-0.0121928705,-0.02452685,-0.0125490045
1621039703187,-0.042125266,-0.023915986,-0.04370313
1621039703206,-0.052509975,-0.0049791625,-0.02476631
1621039703227,-0.05861863,-0.022694254,-0.015603331
1621039703247,-0.06839247,-0.059957035,-0.029042367
1621039703265,-0.047012188,-0.056291845,-0.043092266
1621039703285,-0.028075367,-0.022083389,-0.03576188
1621039703306,-0.015858062,0.030451022,0.0033334915
1621039703326,0.010409144,0.063437745,0.039985403
1621039703346,0.016517796,0.04327919,0.053424444
1621039703376,0.022015583,0.021288043,0.03570935
1621039703387,0.010409144,-0.0055900277,0.033876754
1621039703411,-0.02013412,-0.034300692,0.026546372
1621039703449,-0.028075367,-0.028192041,0.01127474
1621039703449,-0.004251622,-0.013531276,-0.014992466
1621039703488,-0.01097114,-0.006200893,-0.02476631
1621039703489,-0.03296229,0.0084598735,-0.036983617
1621039703515,-0.06717075,-0.027581178,-0.03515102
1621039703526,-0.085496694,-0.06973088,-0.03759448
1621039703547,-0.07266853,-0.08011559,-0.033318423
1621039703565,-0.024410175,-0.017196469,0.006998683
1621039703585,2.443461E-5,-0.0049791625,0.057700496
1621039703609,0.015296065,-0.0025357015,0.065641746
1621039703641,-0.014636331,-0.053848382,0.050370116
1621039703647,-0.047623053,-0.062400497,0.013718201
1621039703683,0.0030787608,0.06465948,-0.031485826
1621039703686,0.030567698,0.117193885,-0.03881621
1621039703710,0.069052204,0.11291783,-0.0076620826
1621039703727,0.073328264,0.09459187,-3.3169982E-4
1621039703745,0.14235604,0.25708205,-0.028431501
1621039703765,0.24192707,0.28151664,-0.048590053
1621039703788,0.19550131,0.19110858,-0.0021642956
1621039703814,0.017739527,-0.026359446,0.071750395
1621039703845,-0.08427497,-0.13631518,0.088854626
1621039703855,-0.06472728,-0.017807333,0.050370116
1621039703867,-0.016468927,-9.2240654E-5,0.02288118
1621039703904,-0.0415144,-0.05934617,-0.0033860262
1621039703933,-0.061062086,-0.037965886,-0.017435927
1621039703933,-0.07572286,-0.025137717,-0.019268522
1621039703948,-0.07633372,-0.08072645,-0.01804679
1621039703967,-0.06533815,-0.19190393,-0.031485826
1621039703993,-0.06472728,-0.18396267,-0.03576188
1621039704018,-0.090994485,-0.16624759,-0.026598906
1621039704045,-0.103822656,-0.18946047,0.004555222
1621039704058,-0.11909429,-0.19190393,0.022270314
1621039704079,-0.15269189,-0.19556913,0.045483194
1621039704098,-0.16857438,-0.30919006,0.06808521
1621039704131,-0.19056553,-0.41242626,0.043650597
1621039704131,-0.18445687,-0.5034452,0.04975925
1621039704160,-0.13742024,-0.5706404,0.043650597
1621039704177,-0.09282708,-0.6604376,-0.005218622
1621039704195,-0.04517959,-0.73801744,-0.06813774
1621039704230,-0.003640757,-0.79971486,-0.080965914
1621039704231,0.026902506,-0.81437564,-0.0864637
1621039704261,0.01346347,-0.74229354,-0.09257235
1621039704285,-0.007916814,-0.63539207,-0.07302467
